CBSA_CODE,CBSA_TITLE,YEAR,predicted_growth_2026,recommendation_label,zhvi_sfr_mid_dec,mortgage_rate_avg,mortgage_rate_yoy,cpi_yoy_pct,unemployment_rate,unemployment_yoy,unemployment_vs_national,had_major_disaster_ann,damage_property_sum_ann
46180,"Tupelo, MS",2025,5.2586,Moderate,178446.7402341928,6.5951,-0.1261,2.6344,3.5364,0.6947,-0.7272,1,845000
44140,"Springfield, MA",2025,5.2577,Moderate,361443.22693717823,6.5951,-0.1261,2.6344,5.8273,0.7606,1.5637,0,33900
36830,"Othello, WA",2025,5.2567,Moderate,304805.16177400644,6.5951,-0.1261,2.6344,5.6455,0.6122,1.3819,0,0
28020,"Kalamazoo-Portage, MI",2025,5.2567,Moderate,261136.49239153927,6.5951,-0.1261,2.6344,4.9,0.75,0.6364,0,0
42420,"Scottsbluff, NE",2025,5.2547,Moderate,189253.77314690643,6.5951,-0.1261,2.6344,3.5182,0.2182,-0.7454,0,55000
23140,"Frankfort, IN",2025,5.2534,Moderate,213255.01152975028,6.5951,-0.1261,2.6344,3.1818,-0.3265,-1.0818,0,65000
15820,"Campbellsville, KY",2025,5.253,Moderate,197551.94525342085,6.5951,-0.1261,2.6344,5.2545,-0.1455,0.9909,1,0
42540,"Scranton--Wilkes-Barre, PA",2025,5.2481,Moderate,219165.5051326827,6.5951,-0.1261,2.6344,4.7455,0.5038,0.4819,0,1270000
16020,"Cape Girardeau, MO-IL",2025,5.2461,Moderate,222738.6701018723,6.5951,-0.1261,2.6344,3.7455,0.2788,-0.5181,1,3546000
28420,"Kennewick-Richland, WA",2025,5.2421,Moderate,434239.486858631,6.5951,-0.1261,2.6344,4.8455,-0.1462,0.5819,0,0
44060,"Spokane-Spokane Valley, WA",2025,5.2361,Moderate,413021.57237249584,6.5951,-0.1261,2.6344,4.4545,-0.1538,0.1909,0,26000
15580,"Butte-Silver Bow, MT",2025,5.2343,Moderate,273073.9226279334,6.5951,-0.1261,2.6344,3.3545,-0.0205,-0.9091,0,0
42980,"Seymour, IN",2025,5.2231,Moderate,223614.5565723016,6.5951,-0.1261,2.6344,3.1727,-0.294,-1.0909,0,143000
37140,"Paducah, KY-IL",2025,5.22,Moderate,169445.21188590236,6.5951,-0.1261,2.6344,4.8273,-0.2477,0.5637,1,1632000
18420,"Corinth, MS",2025,5.2157,Moderate,162912.66555035813,6.5951,-0.1261,2.6344,3.5909,0.7159,-0.6727,0,975000
17740,"Coldwater, MI",2025,5.2069,Moderate,192776.01694533217,6.5951,-0.1261,2.6344,4.7818,0.6401,0.5182,0,155000
13660,"Big Rapids, MI",2025,5.2007,Moderate,210689.92324074372,6.5951,-0.1261,2.6344,7.0273,0.9356,2.7637,0,0
33700,"Modesto, CA",2025,5.1986,Moderate,463410.4247981722,6.5951,-0.1261,2.6344,7.0727,0.1894,2.8091,0,20000
31020,"Longview-Kelso, WA",2025,5.1857,Moderate,413861.8851154656,6.5951,-0.1261,2.6344,5.2273,-0.0394,0.9637,1,0
45580,"Thomaston, GA",2025,5.1805,Moderate,180187.9986058021,6.5951,-0.1261,2.6344,3.5182,-0.0651,-0.7454,0,34000
29340,"Lake Charles, LA",2025,5.1752,Moderate,195295.860791513,6.5951,-0.1261,2.6344,4.6,0.075,0.3364,0,354000
32260,"Marshalltown, IA",2025,5.1673,Moderate,182037.99606398688,6.5951,-0.1261,2.6344,6.5,0.7667,2.2364,0,0
32340,"Maryville, MO",2025,5.1645,Moderate,213979.35632772557,6.5951,-0.1261,2.6344,3.1182,0.2932,-1.1454,0,0
48900,"Wilmington, NC",2025,5.1534,Moderate,439417.14121502446,6.5951,-0.1261,2.6344,3.7636,0.2469,-0.5,0,150000
18140,"Columbus, OH",2025,5.1528,Moderate,342955.2765181069,6.5951,-0.1261,2.6344,4.4364,0.4531,0.1728,0,832600
23420,"Fresno, CA",2025,5.1479,Moderate,409564.6393046498,6.5951,-0.1261,2.6344,8.3364,0.4447,4.0728,0,5000
25840,"Hermiston-Pendleton, OR",2025,5.1457,Moderate,302457.25373538595,6.5951,-0.1261,2.6344,5.3818,0.9735,1.1182,0,0
40540,"Rock Springs, WY",2025,5.1422,Moderate,287367.464166666,6.5951,-0.1261,2.6344,3.8818,0.3818,-0.3818,0,0
48820,"Willmar, MN",2025,5.1389,Moderate,273715.1126270899,6.5951,-0.1261,2.6344,4.0909,0.9909,-0.1727,0,0
24540,"Greeley, CO",2025,5.1364,Moderate,497249.6852112435,6.5951,-0.1261,2.6344,4.6273,0.1273,0.3637,0,0
43320,"Show Low, AZ",2025,5.1338,Moderate,391671.363454534,6.5951,-0.1261,2.6344,6.0727,0.6227,1.8091,0,0
38500,"Plymouth, IN",2025,5.1311,Moderate,244686.9251253383,6.5951,-0.1261,2.6344,3.4636,-0.7781,-0.8,1,849000
35660,"Niles, MI",2025,5.1253,Moderate,257608.5538894364,6.5951,-0.1261,2.6344,5.6545,0.6045,1.3909,0,87000
41180,"St. Louis, MO-IL",2025,5.1245,Moderate,269170.2987885879,6.5951,-0.1261,2.6344,3.9727,0.281,-0.2909,1,1618394000
16220,"Casper, WY",2025,5.1214,Moderate,303803.6099981871,6.5951,-0.1261,2.6344,3.4273,0.1523,-0.8363,0,0
46460,"Union City, TN",2025,5.1183,Moderate,153411.97912077687,6.5951,-0.1261,2.6344,3.7273,0.0023,-0.5363,1,7620000
35460,"Newport, TN",2025,5.1114,Moderate,234080.55037044993,6.5951,-0.1261,2.6344,5.0364,0.3614,0.7728,0,500000
14020,"Bloomington, IN",2025,5.1034,Moderate,300316.6623085919,6.5951,-0.1261,2.6344,3.3909,-0.4508,-0.8727,1,1763000
13420,"Bemidji, MN",2025,5.077,Moderate,253141.8252456352,6.5951,-0.1261,2.6344,4.8636,0.9219,0.6,0,15000000
16700,"Charleston-North Charleston, SC",2025,5.0751,Moderate,428876.4595438894,6.5951,-0.1261,2.6344,3.7636,0.2553,-0.5,0,131750
10740,"Albuquerque, NM",2025,5.0719,Moderate,343657.59444931714,6.5951,-0.1261,2.6344,4.0545,0.2045,-0.2091,0,195500
26540,"Huntington, IN",2025,5.0665,Moderate,201220.4319500921,6.5951,-0.1261,2.6344,3.2818,-0.5599,-0.9818,0,79000
34300,"Mountain Home, ID",2025,5.0653,Moderate,346922.58042572666,6.5951,-0.1261,2.6344,4.1909,0.0326,-0.0727,0,0
47300,"Visalia, CA",2025,5.0635,Moderate,355847.6614779912,6.5951,-0.1261,2.6344,10.5818,0.2235,6.3182,0,0
35220,"New Castle, IN",2025,5.0506,Moderate,182193.81122871305,6.5951,-0.1261,2.6344,3.7364,-0.4386,-0.5272,0,52000
27460,"Jamestown-Dunkirk, NY",2025,5.0505,Moderate,163735.22603035308,6.5951,-0.1261,2.6344,4.3455,0.2205,0.0819,0,17500
10660,"Albert Lea, MN",2025,5.0485,Moderate,185245.85380365312,6.5951,-0.1261,2.6344,3.6909,0.8242,-0.5727,0,0
30420,"Lexington, NE",2025,5.0467,Moderate,205367.3049343649,6.5951,-0.1261,2.6344,2.9455,0.2122,-1.3181,0,0
28940,"Knoxville, TN",2025,5.0435,Moderate,355352.4967850864,6.5951,-0.1261,2.6344,3.2182,0.0432,-1.0454,0,902000
16540,"Chambersburg, PA",2025,5.0431,Moderate,280621.7608836172,6.5951,-0.1261,2.6344,3.6273,0.5273,-0.6363,0,62000
23060,"Fort Wayne, IN",2025,5.0344,Moderate,247545.3153704611,6.5951,-0.1261,2.6344,3.3727,-0.5273,-0.8909,0,109000
42900,"Seneca Falls, NY",2025,5.0338,Moderate,207811.95730797108,6.5951,-0.1261,2.6344,3.7545,0.1045,-0.5091,0,49000
44700,"Stockton-Lodi, CA",2025,5.0331,Moderate,534364.5723152591,6.5951,-0.1261,2.6344,6.6727,0.2227,2.4091,0,0
41660,"San Angelo, TX",2025,5.0253,Moderate,239399.13693366712,6.5951,-0.1261,2.6344,3.2,-0.0333,-1.0636,1,0
15660,"Calhoun, GA",2025,5.024,Moderate,272102.12214589416,6.5951,-0.1261,2.6344,3.2909,-0.1341,-0.9727,0,0
34620,"Muncie, IN",2025,5.0222,Moderate,159487.96723813374,6.5951,-0.1261,2.6344,4.0636,-0.6531,-0.2,0,433000
43620,"Sioux Falls, SD-MN",2025,5.0214,Moderate,333286.46354404045,6.5951,-0.1261,2.6344,1.9364,0.2531,-2.3272,0,0
47700,"Warsaw, IN",2025,5.0137,Moderate,269496.7634367898,6.5951,-0.1261,2.6344,3.5455,-0.9378,-0.7181,0,269000
41540,"Salisbury, MD",2025,5.0108,Moderate,410814.0082057814,6.5951,-0.1261,2.6344,3.9455,0.5288,-0.3181,0,39000
23240,"Fredericksburg, TX",2025,4.9978,Moderate,498350.7050965905,6.5951,-0.1261,2.6344,3.1273,0.1023,-1.1363,0,5000
31980,"Marion, IN",2025,4.9865,Moderate,143342.68049265372,6.5951,-0.1261,2.6344,4.1636,-0.5947,-0.1,0,52000
38460,"Plattsburgh, NY",2025,4.9842,Moderate,212657.72977784695,6.5951,-0.1261,2.6344,4.0,0.2583,-0.2636,0,77000
10980,"Alpena, MI",2025,4.9825,Moderate,180105.45259783106,6.5951,-0.1261,2.6344,5.8364,0.5281,1.5728,1,0
11500,"Anniston-Oxford, AL",2025,4.9746,Moderate,166234.98889240748,6.5951,-0.1261,2.6344,3.2273,-0.006,-1.0363,0,1000
19780,"Des Moines-West Des Moines, IA",2025,4.9735,Moderate,295024.08254375996,6.5951,-0.1261,2.6344,3.6273,0.644,-0.6363,0,375200
43900,"Spartanburg, SC",2025,4.972,Moderate,272713.11505820864,6.5951,-0.1261,2.6344,4.5455,0.2872,0.2819,0,15000
29780,"Las Vegas, NM",2025,4.9715,Moderate,235740.45201570095,6.5951,-0.1261,2.6344,4.7545,-0.2122,0.4909,0,51000
12980,"Battle Creek, MI",2025,4.9564,Moderate,176773.2068337756,6.5951,-0.1261,2.6344,6.0455,0.8372,1.7819,0,0
44780,"Sturgis, MI",2025,4.952,Moderate,202762.30682956157,6.5951,-0.1261,2.6344,5.4455,0.5038,1.1819,0,175000
36540,"Omaha, NE-IA",2025,4.9506,Moderate,298911.80290057114,6.5951,-0.1261,2.6344,3.2545,0.2878,-1.0091,1,7927000
23460,"Gadsden, AL",2025,4.9497,Moderate,177650.93636437613,6.5951,-0.1261,2.6344,3.1,-0.175,-1.1636,0,0
11940,"Athens, TN",2025,4.9478,Moderate,247686.60162964693,6.5951,-0.1261,2.6344,4.6,0.125,0.3364,0,17000
22900,"Fort Smith, AR-OK",2025,4.9393,Moderate,196596.0745187331,6.5951,-0.1261,2.6344,3.9182,0.4182,-0.3454,0,2506000
24980,"Grenada, MS",2025,4.9299,Moderate,129397.6435642888,6.5951,-0.1261,2.6344,4.3455,0.9288,0.0819,1,78000
35100,"New Bern, NC",2025,4.9274,Moderate,253687.000253327,6.5951,-0.1261,2.6344,3.8455,0.2122,-0.4181,0,0
27020,"Iron Mountain, MI-WI",2025,4.9231,Moderate,173841.16734716107,6.5951,-0.1261,2.6344,5.0727,0.1727,0.8091,0,0
30340,"Lewiston-Auburn, ME",2025,4.9199,Moderate,314802.6434806963,6.5951,-0.1261,2.6344,3.4455,0.2538,-0.8181,0,0
33500,"Minot, ND",2025,4.9197,Moderate,263913.2511238049,6.5951,-0.1261,2.6344,2.6636,0.2136,-1.6,0,637000
42860,"Seneca, SC",2025,4.9123,Moderate,279001.9989737277,6.5951,-0.1261,2.6344,4.2909,0.3409,0.0273,0,0
13980,"Blacksburg-Christiansburg-Radford, VA",2025,4.9122,Moderate,278242.64964534814,6.5951,-0.1261,2.6344,4.2364,1.1531,-0.0272,1,251500
43580,"Sioux City, IA-NE-SD",2025,4.9068,Moderate,214151.11191465883,6.5951,-0.1261,2.6344,3.4545,0.5545,-0.8091,1,0
48540,"Wheeling, WV-OH",2025,4.906,Moderate,131822.70508488154,6.5951,-0.1261,2.6344,4.9,0.1333,0.6364,1,2666000
18820,"Crawfordsville, IN",2025,4.899,Moderate,214046.2156795252,6.5951,-0.1261,2.6344,3.0545,-0.3622,-1.2091,1,27000
19220,"Danville, KY",2025,4.8744,Moderate,207292.2084174545,6.5951,-0.1261,2.6344,5.3364,-0.1219,1.0728,1,0
30020,"Lawton, OK",2025,4.871,Moderate,149145.02831331603,6.5951,-0.1261,2.6344,3.7182,0.1099,-0.5454,0,445000
17540,"Clinton, IA",2025,4.8643,Moderate,167094.09029269085,6.5951,-0.1261,2.6344,4.6818,0.7901,0.4182,0,0
18260,"Cookeville, TN",2025,4.8524,Moderate,283880.90637839347,6.5951,-0.1261,2.6344,3.7636,0.2136,-0.5,0,3615000
46140,"Tulsa, OK",2025,4.8309,Moderate,246552.9424406654,6.5951,-0.1261,2.6344,3.2909,-0.0091,-0.9727,1,2669000
45780,"Toledo, OH",2025,4.8306,Moderate,189459.61643208915,6.5951,-0.1261,2.6344,5.7273,0.2523,1.4637,0,126000
43180,"Shelbyville, TN",2025,4.8271,Moderate,324580.7490369027,6.5951,-0.1261,2.6344,3.3273,0.269,-0.9363,0,751000
17820,"Colorado Springs, CO",2025,4.8211,Moderate,460651.32947201416,6.5951,-0.1261,2.6344,4.3091,0.0341,0.0455,0,0
26900,"Indianapolis-Carmel-Greenwood, IN",2025,4.8199,Moderate,289888.47724730097,6.5951,-0.1261,2.6344,3.3545,-0.4955,-0.9091,1,8266000
49180,"Winston-Salem, NC",2025,4.8172,Moderate,276206.97784011107,6.5951,-0.1261,2.6344,3.8,0.1583,-0.4636,0,400000
42780,"Selinsgrove, PA",2025,4.792,Moderate,224963.19285918633,6.5951,-0.1261,2.6344,3.8727,0.406,-0.3909,0,37000
29820,"Las Vegas-Henderson-North Las Vegas, NV",2025,4.78,Moderate,448035.7733945737,6.5951,-0.1261,2.6344,5.6364,-0.1636,1.3728,0,1216000
21120,"Elk City, OK",2025,4.775,Moderate,143918.73565865355,6.5951,-0.1261,2.6344,3.2091,0.0258,-1.0545,0,25000
24020,"Glens Falls, NY",2025,4.7748,Moderate,293104.5503662567,6.5951,-0.1261,2.6344,3.6455,0.1038,-0.6181,0,0
25980,"Hinesville, GA",2025,4.7706,Moderate,255612.58562951148,6.5951,-0.1261,2.6344,4.0182,0.0265,-0.2454,0,0
34180,"Moses Lake, WA",2025,4.77,Moderate,356307.0164965073,6.5951,-0.1261,2.6344,6.5273,0.869,2.2637,0,0
24860,"Greenville-Anderson-Greer, SC",2025,4.7697,Moderate,305079.3723330432,6.5951,-0.1261,2.6344,4.0909,0.2826,-0.1727,0,27000
40620,"Rolla, MO",2025,4.7614,Moderate,220274.5257514268,6.5951,-0.1261,2.6344,4.0455,0.3455,-0.2181,1,2528000
34100,"Morristown, TN",2025,4.7521,Moderate,287439.94714307395,6.5951,-0.1261,2.6344,3.6818,0.1901,-0.5818,0,7000
13780,"Binghamton, NY",2025,4.7503,Moderate,184625.29468550612,6.5951,-0.1261,2.6344,4.0636,0.1636,-0.2,0,25320000
26340,"Houghton, MI",2025,4.7487,Moderate,177416.95437720817,6.5951,-0.1261,2.6344,5.9727,0.5227,1.7091,0,5726000
40700,"Roseburg, OR",2025,4.7405,Moderate,337298.3229816636,6.5951,-0.1261,2.6344,6.1273,0.8023,1.8637,1,0
45660,"Tiffin, OH",2025,4.7404,Moderate,163683.94746979148,6.5951,-0.1261,2.6344,5.1727,0.7477,0.9091,0,0
24100,"Gloversville, NY",2025,4.7399,Moderate,202424.0431688916,6.5951,-0.1261,2.6344,4.1,0.1167,-0.1636,0,0
20500,"Durham-Chapel Hill, NC",2025,4.7396,Moderate,410410.7635408068,6.5951,-0.1261,2.6344,3.3636,0.1636,-0.9,1,33439000
37580,"Paris, TX",2025,4.7376,Moderate,195272.8135760833,6.5951,-0.1261,2.6344,4.2455,0.1455,-0.0181,0,1793000
44260,"Starkville, MS",2025,4.7311,Moderate,242067.2708228843,6.5951,-0.1261,2.6344,4.0818,0.7485,-0.1818,0,2967200
12860,"Batavia, NY",2025,4.7215,Moderate,209690.5279989044,6.5951,-0.1261,2.6344,3.3909,-0.0174,-0.8727,0,4000
22140,"Farmington, NM",2025,4.7158,Moderate,258540.94564717903,6.5951,-0.1261,2.6344,4.7909,0.1326,0.5273,0,10000
47980,"Watertown, SD",2025,4.7143,Moderate,321588.9503077631,6.5951,-0.1261,2.6344,1.8636,0.2053,-2.4,0,100000
31340,"Lynchburg, VA",2025,4.7112,Moderate,279206.7673304566,6.5951,-0.1261,2.6344,3.8091,0.5758,-0.4545,1,141000
40860,"Rutland, VT",2025,4.7086,Moderate,293144.4037056822,6.5951,-0.1261,2.6344,2.9455,0.2372,-1.3181,0,0
49740,"Yuma, AZ",2025,4.7054,Moderate,282775.3586819674,6.5951,-0.1261,2.6344,13.5455,1.3872,9.2819,0,103000
44340,"Statesboro, GA",2025,4.7035,Moderate,282679.9458576276,6.5951,-0.1261,2.6344,3.6364,0.0614,-0.6272,0,15000
44020,"Spirit Lake, IA",2025,4.6981,Moderate,362434.9854856561,6.5951,-0.1261,2.6344,3.4455,0.3538,-0.8181,0,0
45140,"Tahlequah, OK",2025,4.6971,Moderate,198928.72115296056,6.5951,-0.1261,2.6344,3.3909,-0.0258,-0.8727,0,245000
21060,"Elizabethtown, KY",2025,4.6957,Moderate,247072.8182935961,6.5951,-0.1261,2.6344,5.1091,-0.0659,0.8455,1,21000
35900,"North Wilkesboro, NC",2025,4.6902,Moderate,215845.11069176413,6.5951,-0.1261,2.6344,3.9364,0.1864,-0.3272,0,214000
22300,"Findlay, OH",2025,4.6899,Moderate,226149.8341922029,6.5951,-0.1261,2.6344,4.5364,0.5864,0.2728,0,1204500
44540,"Sterling, CO",2025,4.6882,Moderate,248153.13021013976,6.5951,-0.1261,2.6344,3.6545,0.0212,-0.6091,0,0
12620,"Bangor, ME",2025,4.6829,Moderate,265092.5437684501,6.5951,-0.1261,2.6344,3.5727,0.231,-0.6909,0,0
42380,"Sayre, PA",2025,4.6812,Moderate,191841.7759877841,6.5951,-0.1261,2.6344,4.0364,0.3281,-0.2272,0,78500
47220,"Vineland, NJ",2025,4.6767,Moderate,269088.29515447986,6.5951,-0.1261,2.6344,7.6909,0.6409,3.4273,0,2000
29700,"Laredo, TX",2025,4.6693,Moderate,213129.1472853676,6.5951,-0.1261,2.6344,4.5727,0.3894,0.3091,0,0
19060,"Cumberland, MD-WV",2025,4.6533,Moderate,159195.85528673095,6.5951,-0.1261,2.6344,4.8273,0.5856,0.5637,0,621000
16740,"Charlotte-Concord-Gastonia, NC-SC",2025,4.6466,Moderate,386265.1557405467,6.5951,-0.1261,2.6344,3.8182,0.1849,-0.4454,0,1699000
49700,"Yuba City, CA",2025,4.6326,Moderate,426132.8965594137,6.5951,-0.1261,2.6344,7.9727,0.156,3.7091,0,0
30580,"Liberal, KS",2025,4.6323,Moderate,142139.59234604906,6.5951,-0.1261,2.6344,3.1909,0.1409,-1.0727,0,0
12540,"Bakersfield-Delano, CA",2025,4.6298,Moderate,360402.0078546962,6.5951,-0.1261,2.6344,8.8636,0.2219,4.6,0,0
38540,"Pocatello, ID",2025,4.6246,Moderate,342374.29076318844,6.5951,-0.1261,2.6344,4.0364,0.0531,-0.2272,0,68500
20580,"Eagle Pass, TX",2025,4.6187,Moderate,223570.44392844013,6.5951,-0.1261,2.6344,9.3636,1.5053,5.1,0,10000
24780,"Greenville, NC",2025,4.6168,Moderate,254398.43394890695,6.5951,-0.1261,2.6344,4.0273,-0.006,-0.2363,0,0
21420,"Enid, OK",2025,4.6125,Moderate,135967.48304798894,6.5951,-0.1261,2.6344,3.1364,-0.1219,-1.1272,0,152000
33860,"Montgomery, AL",2025,4.6124,Moderate,206120.97923848144,6.5951,-0.1261,2.6344,2.9455,-0.1462,-1.3181,0,0
46660,"Valdosta, GA",2025,4.611,Moderate,218014.23887616364,6.5951,-0.1261,2.6344,3.9545,0.0462,-0.3091,0,15100
24620,"Greeneville, TN",2025,4.587,Moderate,240286.1360883354,6.5951,-0.1261,2.6344,4.7818,0.1901,0.5182,0,10000
46380,"Ukiah, CA",2025,4.5752,Moderate,494029.2840575596,6.5951,-0.1261,2.6344,5.8182,0.2932,1.5546,0,11600
12740,"Barre, VT",2025,4.5745,Moderate,381775.88627669687,6.5951,-0.1261,2.6344,2.6364,0.3364,-1.6272,0,27000
43420,"Sierra Vista-Douglas, AZ",2025,4.5724,Moderate,259271.89957401625,6.5951,-0.1261,2.6344,5.0273,0.769,0.7637,0,97500
27140,"Jackson, MS",2025,4.5521,Moderate,205457.04579318495,6.5951,-0.1261,2.6344,3.5273,0.694,-0.7363,0,1763500
44180,"Springfield, MO",2025,4.5434,Moderate,262648.12774965446,6.5951,-0.1261,2.6344,3.7182,0.3682,-0.5454,1,14317000
14540,"Bowling Green, KY",2025,4.5411,Moderate,260718.4852333803,6.5951,-0.1261,2.6344,4.5364,-0.2219,0.2728,1,20000
14780,"Brenham, TX",2025,4.5319,Moderate,360858.47790445393,6.5951,-0.1261,2.6344,3.8455,0.0955,-0.4181,0,0
23980,"Glasgow, KY",2025,4.5291,Moderate,202310.25699702615,6.5951,-0.1261,2.6344,5.1,-0.45,0.8364,1,0
29420,"Lake Havasu City-Kingman, AZ",2025,4.5244,Moderate,350405.6030665803,6.5951,-0.1261,2.6344,5.0273,0.6106,0.7637,0,1848000
41780,"Sandusky, OH",2025,4.5137,Moderate,219409.19563838327,6.5951,-0.1261,2.6344,5.8636,0.6053,1.6,0,134000
24420,"Grants Pass, OR",2025,4.5137,Moderate,383515.375938298,6.5951,-0.1261,2.6344,6.9636,1.1969,2.7,1,0
30780,"Little Rock-North Little Rock-Conway, AR",2025,4.4968,Moderate,224610.34056695728,6.5951,-0.1261,2.6344,3.7364,0.5114,-0.5272,1,11000
17780,"College Station-Bryan, TX",2025,4.4966,Moderate,307458.3430096448,6.5951,-0.1261,2.6344,3.5182,0.0682,-0.7454,0,70000
34460,"Mount Sterling, KY",2025,4.4942,Moderate,188301.61494803397,6.5951,-0.1261,2.6344,5.7364,-0.4136,1.4728,1,6750
11900,"Athens, OH",2025,4.4907,Moderate,178403.68618480352,6.5951,-0.1261,2.6344,5.8636,0.6053,1.6,0,46000
17060,"Chillicothe, OH",2025,4.4781,Moderate,192447.09424815033,6.5951,-0.1261,2.6344,5.8091,1.2424,1.5455,0,120000
17980,"Columbus, GA-AL",2025,4.4769,Moderate,202651.91558202673,6.5951,-0.1261,2.6344,4.0273,0.019,-0.2363,0,39000
19140,"Dalton, GA",2025,4.4765,Moderate,244957.77104426632,6.5951,-0.1261,2.6344,3.8636,-0.1447,-0.4,0,48000
36980,"Owensboro, KY",2025,4.4735,Moderate,203780.5289071511,6.5951,-0.1261,2.6344,4.5182,-0.4985,0.2546,1,2575000
48260,"Weirton-Steubenville, WV-OH",2025,4.4719,Moderate,123522.0429425988,6.5951,-0.1261,2.6344,5.6727,-0.0106,1.4091,0,67500
39580,"Raleigh-Cary, NC",2025,4.4708,Moderate,436867.2855007891,6.5951,-0.1261,2.6344,3.2,0.075,-1.0636,0,361000
38060,"Phoenix-Mesa-Chandler, AZ",2025,4.467,Moderate,454853.3814152247,6.5951,-0.1261,2.6344,3.7455,0.5538,-0.5181,0,5054100
26620,"Huntsville, AL",2025,4.4633,Moderate,311533.94477289653,6.5951,-0.1261,2.6344,2.4636,-0.1114,-1.8,0,1439500
17420,"Cleveland, TN",2025,4.4481,Moderate,301148.5912381056,6.5951,-0.1261,2.6344,3.8364,0.1197,-0.4272,0,50000
19300,"Daphne-Fairhope-Foley, AL",2025,4.4403,Moderate,344959.56269853486,6.5951,-0.1261,2.6344,2.6364,-0.0969,-1.6272,0,0
32900,"Merced, CA",2025,4.4285,Moderate,413508.3630088496,6.5951,-0.1261,2.6344,10.1,0.3,5.8364,0,0
10620,"Albemarle, NC",2025,4.4273,Moderate,296574.45122124354,6.5951,-0.1261,2.6344,3.0636,-0.0031,-1.2,0,41000
47920,"Washington Court House, OH",2025,4.4235,Moderate,230725.76547669285,6.5951,-0.1261,2.6344,5.2364,0.7531,0.9728,0,376500
15060,"Brookings, OR",2025,4.4184,Moderate,447611.2127080767,6.5951,-0.1261,2.6344,6.4727,0.6727,2.2091,1,0
26500,"Huntingdon, PA",2025,4.4123,Moderate,183750.4405513952,6.5951,-0.1261,2.6344,4.7545,0.2795,0.4909,0,159500
15500,"Burlington, NC",2025,4.4105,Moderate,289967.20021267695,6.5951,-0.1261,2.6344,3.7364,0.1614,-0.5272,1,123000
23780,"Garden City, KS",2025,4.4052,Moderate,227074.03553411356,6.5951,-0.1261,2.6344,2.9091,0.0924,-1.3545,0,0
47820,"Washington, NC",2025,4.3966,Moderate,227800.6107762861,6.5951,-0.1261,2.6344,3.6,-0.1417,-0.6636,0,0
41820,"Sanford, NC",2025,4.395,Moderate,286273.7670392056,6.5951,-0.1261,2.6344,3.6364,0.0864,-0.6272,0,2102000
34380,"Mount Pleasant, MI",2025,4.3925,Moderate,211511.79140348348,6.5951,-0.1261,2.6344,5.8909,0.6992,1.6273,0,0
15700,"Cambridge, MD",2025,4.3862,Moderate,266560.92800780415,6.5951,-0.1261,2.6344,3.9909,0.4409,-0.2727,0,71000
13060,"Bay City, TX",2025,4.3848,Moderate,198785.5258176057,6.5951,-0.1261,2.6344,5.8818,0.2068,1.6182,0,10000
10180,"Abilene, TX",2025,4.3831,Moderate,200713.90992546073,6.5951,-0.1261,2.6344,3.4727,0.0227,-0.7909,0,0
12180,"Auburn, NY",2025,4.3785,Moderate,217043.38739047668,6.5951,-0.1261,2.6344,3.7273,0.019,-0.5363,0,131000
15620,"Cadillac, MI",2025,4.3626,Moderate,215162.9997295742,6.5951,-0.1261,2.6344,6.2636,0.6969,2.0,0,0
39780,"Red Bluff, CA",2025,4.3594,Moderate,309504.16615230165,6.5951,-0.1261,2.6344,6.4909,0.2742,2.2273,0,0
40180,"Riverton, WY",2025,4.3575,Moderate,309862.48573105095,6.5951,-0.1261,2.6344,4.0727,0.1644,-0.1909,0,20000
41460,"Salina, KS",2025,4.3573,Moderate,171000.68218889635,6.5951,-0.1261,2.6344,3.3545,-0.0038,-0.9091,1,4790000
48680,"Wildwood-The Villages, FL",2025,4.3475,Moderate,388183.55920338974,6.5951,-0.1261,2.6344,7.0818,1.1735,2.8182,0,35000
20020,"Dothan, AL",2025,4.3463,Moderate,187918.9526224943,6.5951,-0.1261,2.6344,2.9091,-0.1909,-1.3545,0,659000
27860,"Jonesboro, AR",2025,4.3403,Moderate,196635.3550321659,6.5951,-0.1261,2.6344,3.7909,0.6076,-0.4727,1,5283000
25620,"Hattiesburg, MS",2025,4.34,Moderate,209892.46054742773,6.5951,-0.1261,2.6344,3.6091,0.6591,-0.6545,0,3129700
39060,"Pottsville, PA",2025,4.3287,Moderate,154164.64935805873,6.5951,-0.1261,2.6344,4.6818,0.5735,0.4182,0,62000
22500,"Florence, SC",2025,4.3215,Moderate,185374.24900582517,6.5951,-0.1261,2.6344,4.7818,0.2651,0.5182,0,12000
26580,"Huntington-Ashland, WV-KY-OH",2025,4.3205,Moderate,156895.05306127702,6.5951,-0.1261,2.6344,4.8818,-0.0932,0.6182,1,149050
20700,"East Stroudsburg, PA",2025,4.2887,Moderate,302917.47472344554,6.5951,-0.1261,2.6344,4.5818,0.3568,0.3182,0,0
40660,"Rome, GA",2025,4.2849,Moderate,227566.58027333225,6.5951,-0.1261,2.6344,3.5636,0.0386,-0.7,0,10000
24660,"Greensboro-High Point, NC",2025,4.2822,Moderate,263559.78475619946,6.5951,-0.1261,2.6344,4.1636,0.1469,-0.1,0,346000
27900,"Joplin, MO-KS",2025,4.2785,Moderate,218875.80129309077,6.5951,-0.1261,2.6344,3.8727,0.2977,-0.3909,1,1829500
